User ID,family member,seasons,weekly,monthly,by cycle
18669,4,Spring,3.41,12.58,37.20
55088,7,Summer,6.50,27.65,79.31
95166,6,Winter,2.52,14.03,39.43
28242,6,Summer,5.94,21.57,74.55
85036,5,Spring,3.50,14.83,43.93
76418,7,Summer,8.30,34.94,86.60
57434,5,Autumn,3.43,17.52,43.96
84182,6,Spring,6.02,22.68,77.15
74533,4,Spring,3.67,16.44,45.22
16103,4,Summer,4.48,15.85,48.51
88596,9,Spring,7.09,30.33,97.45
34492,2,Summer,1.73,7.58,20.93
31445,8,Winter,4.09,21.88,53.64
66995,7,Summer,8.04,35.41,91.18
93100,4,Autumn,2.55,9.80,31.38
34016,9,Autumn,5.06,21.64,71.78
98928,8,Winter,3.96,16.16,50.49
73181,5,Winter,2.42,10.68,26.63
89286,7,Winter,3.09,13.37,44.61
15513,5,Autumn,3.48,14.82,52.34
80362,9,Winter,4.83,21.39,61.92
17177,4,Spring,3.55,12.15,44.55
71570,9,Autumn,7.11,30.75,79.58
31102,6,Summer,5.39,27.38,80.81
78312,7,Summer,6.69,29.81,98.00
34754,6,Winter,2.93,13.05,37.66
43152,3,Winter,1.61,6.97,20.06
42736,2,Summer,2.21,9.31,23.30
19993,3,Autumn,2.04,8.51,25.60
45632,5,Summer,5.27,20.90,68.21
38209,7,Spring,5.41,23.65,63.20
34984,2,Autumn,1.22,5.41,17.58
12299,4,Spring,3.45,15.65,40.85
90931,4,Spring,3.59,13.90,47.64
13445,3,Winter,1.48,5.41,20.57
74108,5,Summer,4.85,23.85,73.79
49344,2,Winter,1.21,4.34,13.03
98439,6,Autumn,4.34,18.09,47.86
71013,8,Winter,5.07,17.47,59.92
42379,4,Autumn,3.16,10.77,39.08
26784,9,Spring,7.59,33.30,98.20
96658,6,Winter,3.52,14.12,42.09
44595,6,Summer,5.47,23.98,73.78
95926,7,Spring,5.77,25.55,82.59
60561,7,Autumn,4.42,22.32,72.54
51358,6,Winter,2.89,14.51,37.28
89542,5,Spring,3.54,15.33,52.29
49177,3,Spring,2.45,10.32,31.72
34740,2,Autumn,1.23,5.56,17.34
59584,2,Autumn,1.40,6.19,19.42
63510,6,Winter,3.76,14.08,37.65
22629,4,Summer,3.83,14.03,49.92
79251,3,Spring,2.43,11.14,31.37
37618,6,Summer,6.47,25.51,79.39
48378,9,Winter,4.25,17.56,49.73
42911,2,Spring,1.65,5.77,18.83
93542,5,Spring,4.30,14.63,48.94
35106,5,Spring,4.16,15.65,46.22
47351,8,Summer,9.41,40.92,102.71
85586,2,Winter,1.05,5.38,12.27
78551,7,Autumn,4.39,23.45,62.34
85215,7,Summer,6.47,28.75,94.10
96433,5,Spring,3.96,17.61,45.49
52893,6,Winter,3.27,15.63,49.34
24691,7,Autumn,4.44,24.08,67.77
95683,8,Summer,7.64,34.75,97.26
22321,9,Summer,7.99,41.72,118.10
72881,7,Spring,6.25,23.92,80.66
72002,8,Autumn,5.03,21.45,72.40
59473,3,Spring,2.62,10.05,27.30
24423,2,Spring,1.59,6.73,20.46
58936,7,Winter,3.38,15.63,54.50
34737,9,Autumn,6.02,22.92,67.22
27622,5,Spring,4.08,15.14,55.14
66149,7,Autumn,4.40,21.53,61.75
28473,7,Summer,7.52,26.68,82.18
42618,5,Summer,4.87,22.13,72.75
13543,7,Summer,7.28,34.58,100.04
45774,5,Spring,3.97,16.64,62.85
54568,8,Summer,6.84,30.69,88.70
54889,6,Spring,4.22,23.05,66.91
36791,2,Spring,1.44,6.28,19.98
86202,2,Winter,0.89,4.42,12.02
97258,3,Winter,1.51,6.85,18.64
11187,3,Autumn,1.76,8.99,27.18
23918,4,Summer,3.81,14.80,48.59
18399,8,Summer,7.72,33.24,90.48
55271,4,Summer,3.76,16.75,52.49
84515,5,Winter,2.43,10.69,31.42
25745,5,Summer,5.36,21.04,69.53
12254,2,Spring,1.71,7.03,19.74
67889,5,Summer,5.14,20.08,68.98
50594,2,Winter,1.22,4.18,15.48
95176,4,Autumn,2.68,12.22,28.89
54701,2,Winter,1.25,4.41,13.50
34206,4,Winter,2.39,9.51,31.30
87678,3,Summer,3.04,11.68,42.81
85293,4,Autumn,2.76,9.61,30.10
11158,6,Winter,3.54,13.89,47.61
63733,5,Summer,4.43,19.39,60.85
34173,6,Autumn,4.06,14.09,46.42
97523,3,Winter,1.56,6.10,16.29
18181,7,Winter,4.11,19.20,48.31
19694,8,Spring,6.44,28.44,93.44
60458,9,Autumn,6.61,27.32,85.27
13377,7,Summer,6.41,32.60,83.62
56320,4,Autumn,2.30,12.22,33.80
88421,4,Spring,3.10,11.99,38.47
26790,6,Spring,4.99,20.06,64.19
42277,6,Summer,6.13,25.35,74.14
60601,5,Autumn,3.17,13.12,44.11
64956,3,Spring,2.71,10.89,33.21
83881,8,Winter,4.91,20.85,62.59
54691,2,Summer,2.25,9.40,28.46
37426,7,Spring,5.81,23.13,73.99
47008,9,Winter,4.47,21.29,53.31
84126,2,Winter,1.12,4.30,12.81
47369,3,Winter,1.51,7.81,21.50
71705,4,Winter,1.73,7.97,23.99
76895,9,Winter,4.49,22.69,62.68
89615,8,Winter,4.14,16.69,43.80
15365,9,Autumn,7.32,26.22,91.69
27527,5,Autumn,3.27,12.33,35.91
81019,7,Winter,3.52,14.20,40.70
14073,8,Summer,7.93,35.22,111.59
26844,8,Spring,6.38,30.64,87.52
45854,2,Spring,1.62,8.05,19.63
88338,3,Spring,2.68,9.68,29.96
75718,5,Winter,3.10,10.60,39.00
58510,4,Spring,2.98,13.00,45.29
15625,9,Winter,5.19,21.74,69.53
86325,9,Spring,6.94,31.82,104.10
52530,3,Spring,2.81,10.69,36.41
94364,6,Autumn,3.82,14.24,43.57
74274,8,Summer,7.31,36.57,112.57
11795,2,Autumn,1.28,6.42,18.21
99633,2,Autumn,1.59,6.25,18.26
42672,5,Autumn,2.74,15.44,40.74
21952,2,Winter,0.93,3.96,12.28
22147,2,Autumn,1.35,5.64,13.87
44029,8,Summer,7.55,34.42,112.38
95372,7,Autumn,4.62,19.89,54.47
69326,6,Autumn,4.59,21.05,58.27
91889,4,Winter,2.51,8.41,31.86
40173,5,Autumn,3.89,14.42,43.11
84792,8,Winter,3.33,16.73,50.53
63808,4,Summer,4.06,14.67,51.30
16348,8,Autumn,4.67,18.98,71.55
30077,3,Autumn,2.13,7.00,22.49
66628,6,Autumn,4.06,15.93,44.07
61866,6,Winter,2.77,10.72,34.79
91194,4,Summer,3.95,17.05,49.05
89107,6,Autumn,4.12,16.38,42.87
77742,7,Summer,6.32,32.00,100.32
78361,3,Summer,3.03,11.42,39.82
64968,3,Autumn,2.34,8.12,28.47
66617,3,Autumn,1.92,8.08,25.54
21069,5,Winter,2.60,11.00,28.48
40265,5,Spring,4.68,20.96,49.11
92276,4,Autumn,3.15,12.83,31.38
35340,8,Spring,7.13,30.84,86.98
63662,2,Spring,1.66,8.19,23.63
91427,8,Autumn,5.16,24.86,66.30
41340,5,Summer,5.31,22.29,66.40
46177,6,Spring,4.55,20.55,67.54
71269,9,Winter,5.48,22.24,65.06
30347,2,Summer,1.92,9.47,24.47
72936,3,Winter,1.41,6.13,17.27
26148,2,Autumn,1.48,5.52,17.33
17583,3,Autumn,2.05,9.53,23.93
22284,7,Spring,5.59,24.28,86.22
61245,7,Summer,7.33,31.53,91.00
50677,5,Spring,3.88,15.15,51.28
82143,7,Spring,5.11,24.46,79.43
77648,9,Summer,8.36,36.56,100.17
37492,6,Autumn,4.29,15.48,46.24
41766,3,Autumn,2.18,8.41,25.30
50914,8,Autumn,6.17,28.04,64.62
93741,4,Autumn,2.86,10.90,40.92
39186,2,Winter,1.05,4.33,11.85
61409,8,Autumn,5.86,25.61,68.02
60005,9,Spring,8.62,33.76,115.95
62001,8,Winter,3.52,15.16,45.25
49432,8,Summer,6.83,35.59,109.33
60889,6,Summer,6.54,25.60,63.66
88430,2,Spring,1.74,6.58,22.75
94574,7,Autumn,5.59,22.71,62.83
21885,7,Spring,6.99,29.46,72.23
40202,3,Spring,2.22,10.52,26.37
76450,9,Autumn,5.19,26.80,84.60
64742,3,Autumn,2.42,8.69,30.45
89513,2,Spring,1.61,8.01,22.60
39095,3,Autumn,1.82,9.20,27.39
21903,2,Autumn,1.24,6.81,16.07
64671,8,Summer,9.52,33.52,111.58
83247,5,Autumn,3.13,16.88,49.24
80236,3,Summer,2.87,12.64,33.20
71512,4,Autumn,2.52,12.47,41.25
94744,7,Autumn,4.34,19.55,64.31
74748,4,Autumn,2.87,11.46,34.81
22694,7,Spring,5.81,24.29,78.58
37350,6,Summer,5.91,26.47,75.40
27994,8,Spring,6.83,26.90,90.11
81517,6,Summer,5.27,23.09,74.03
97366,7,Autumn,4.22,20.60,59.52
37226,2,Autumn,1.38,6.02,18.19
64112,8,Summer,9.19,40.62,122.53
72369,4,Winter,1.94,8.96,21.18
12361,9,Spring,7.72,33.98,80.87
72459,9,Winter,4.47,18.66,51.41
21342,2,Autumn,1.39,6.85,15.91
99032,8,Winter,4.14,17.72,52.99
41002,2,Winter,1.06,4.10,13.86
97046,2,Summer,1.95,7.29,22.83
92368,9,Summer,10.34,43.41,112.59
41113,2,Winter,0.93,4.37,10.55
40479,4,Autumn,2.70,9.74,29.35
40266,6,Winter,3.80,13.91,39.63
31519,6,Winter,2.84,12.41,40.90
52067,6,Autumn,4.93,18.64,59.92
38017,6,Autumn,3.42,14.20,54.87
50748,5,Summer,5.08,17.83,57.02
65665,6,Spring,5.41,21.17,63.60
99301,4,Summer,4.66,18.83,54.07
74308,8,Summer,7.41,35.47,111.20
17956,4,Winter,2.40,8.83,26.30
60295,9,Summer,10.79,45.98,133.12
36438,6,Summer,6.79,23.95,82.51
77628,4,Summer,3.54,13.97,46.78
40089,6,Spring,5.56,21.13,71.63
29790,4,Autumn,2.87,9.46,28.66
78822,4,Autumn,2.64,11.88,34.70
11206,3,Autumn,2.32,9.67,30.17
24676,5,Autumn,2.74,13.29,35.97
60364,8,Summer,8.79,34.15,101.68
79249,5,Autumn,2.91,14.60,37.82
99777,7,Summer,7.91,34.37,85.36
96574,5,Spring,4.54,18.57,44.16
22000,6,Winter,2.70,11.00,36.52
92482,9,Winter,4.01,18.36,52.79
35020,6,Spring,5.44,21.30,70.50
74275,5,Autumn,3.41,13.81,35.86
59503,2,Summer,1.94,8.43,24.54
66834,7,Summer,7.56,27.33,87.58
63361,9,Summer,9.61,42.44,111.50
63064,6,Summer,6.21,22.76,83.35
40419,3,Winter,1.59,7.56,22.44
46424,3,Winter,1.52,6.72,18.64
62932,8,Winter,4.11,17.43,58.74
78481,8,Spring,7.12,26.23,94.10
70018,9,Autumn,6.32,27.12,79.75
80137,9,Summer,10.35,34.80,106.49
55513,9,Spring,8.30,30.68,94.98
47736,4,Autumn,2.89,11.89,35.58
99884,3,Winter,1.25,5.94,20.04
75232,4,Winter,2.51,10.51,31.21
25606,9,Winter,4.96,21.17,63.07
80321,8,Summer,7.58,37.10,111.17
81811,8,Autumn,4.67,21.23,71.89
10427,3,Summer,2.53,12.65,34.22
10061,7,Winter,3.81,16.48,46.89
40341,8,Spring,7.07,23.93,71.53
74659,6,Autumn,3.82,18.80,62.93
37354,5,Spring,3.86,17.37,47.50
59935,6,Spring,4.64,22.45,63.27
43554,7,Winter,3.50,13.60,37.77
62709,9,Spring,8.24,27.05,93.19
88284,6,Spring,5.36,17.81,57.86
84757,7,Winter,3.51,14.46,52.95
15682,9,Summer,7.85,37.97,118.95
34080,4,Autumn,3.07,13.26,31.58
20653,9,Summer,8.77,40.97,102.32
44510,8,Spring,7.49,31.13,96.51
80243,9,Winter,4.07,18.15,64.18
41889,8,Spring,6.56,28.51,103.94
86422,9,Autumn,6.42,27.14,81.68
88082,2,Spring,1.79,7.68,20.84
47476,2,Winter,0.97,4.40,10.67
82435,6,Winter,3.10,13.95,31.81
73320,9,Spring,7.91,34.26,91.10
86999,7,Spring,5.29,20.87,79.57
53354,7,Autumn,5.04,23.02,63.23
49506,7,Spring,5.65,22.90,87.73
89909,7,Summer,6.27,31.40,87.84
19811,4,Summer,4.57,18.79,52.28
96303,5,Winter,2.71,13.60,38.72
40449,4,Spring,2.88,15.44,37.46
37159,6,Winter,2.87,13.04,37.82
55317,8,Spring,6.91,31.06,82.89
62340,4,Autumn,2.38,12.10,35.32
50822,6,Autumn,3.73,18.74,52.80
31417,2,Winter,1.17,4.72,14.05
49234,8,Autumn,4.63,22.15,67.16
26877,9,Summer,8.59,32.47,125.10
96184,8,Winter,4.47,21.53,52.44
87545,7,Spring,6.13,27.44,73.24
68912,2,Winter,0.95,5.29,13.51
51583,7,Spring,5.34,26.88,77.88
79709,8,Winter,5.01,18.41,52.21
30153,6,Autumn,4.88,18.71,61.63
79040,7,Summer,5.96,32.82,82.61
80560,5,Summer,4.56,21.18,57.62
28262,2,Autumn,1.17,4.77,15.81
36121,4,Summer,4.58,18.27,52.16
88406,9,Spring,7.74,29.62,83.05
93730,2,Spring,1.71,6.71,17.46
63798,9,Autumn,6.55,25.57,91.30
28314,6,Winter,3.81,12.70,40.66
99953,5,Winter,2.73,10.10,29.10
86250,3,Winter,1.49,7.24,19.82
87946,7,Winter,3.91,18.37,48.29
98474,4,Summer,3.97,17.77,45.51
39707,6,Summer,6.94,24.09,71.63
29525,9,Autumn,5.05,27.78,83.78
57071,6,Spring,4.55,22.11,73.54
13186,6,Summer,6.41,27.57,73.03
29485,9,Winter,5.08,24.08,70.62
16384,4,Winter,2.29,9.63,25.82
64239,2,Autumn,1.36,5.71,15.75
50203,8,Spring,6.72,33.22,101.45
99430,8,Winter,3.72,17.62,48.84
15676,2,Autumn,1.23,6.03,14.20
92541,3,Autumn,1.94,9.21,28.69
23609,2,Summer,2.14,8.46,24.59
57229,4,Winter,1.88,9.31,25.51
29706,6,Summer,5.43,22.90,86.65
23637,9,Spring,7.27,36.11,94.60
27805,3,Spring,2.34,10.78,34.95
25027,7,Spring,4.99,25.49,73.86
48113,8,Spring,7.75,29.96,91.39
91553,8,Spring,6.17,27.70,79.29
34349,5,Spring,3.59,18.19,45.55
34588,7,Autumn,5.18,22.35,71.60
19561,4,Spring,2.72,14.04,36.14
63050,2,Spring,1.51,7.41,22.78
27586,7,Autumn,4.74,16.70,60.57
49689,8,Winter,4.14,18.13,63.71
87530,6,Winter,2.66,10.79,35.04
80509,7,Summer,6.28,28.71,93.50
23058,6,Summer,6.29,21.23,83.95
26490,8,Summer,7.25,35.52,114.70
76849,4,Winter,2.08,7.69,26.68
73264,4,Autumn,2.65,13.61,36.64
31750,5,Winter,2.98,10.89,35.83
30262,2,Summer,1.94,8.53,25.93
48073,7,Spring,6.30,20.96,82.60
36395,8,Spring,7.54,31.69,92.65
33194,2,Spring,1.80,8.17,20.33
65436,8,Winter,4.26,17.44,54.11
54275,3,Autumn,1.96,7.75,21.38
43254,8,Winter,3.98,17.42,64.56
99153,3,Winter,1.49,6.14,20.43
67826,7,Summer,6.80,26.08,82.11
67923,2,Summer,2.19,9.66,24.94
36120,6,Autumn,3.61,15.59,52.94
15698,2,Autumn,1.17,6.13,17.47
80809,7,Winter,3.05,15.59,41.36
95115,9,Summer,8.47,38.95,128.50
10572,7,Spring,6.57,25.69,71.63
36171,3,Summer,2.85,13.63,40.30
16683,5,Spring,4.53,16.97,43.91
36867,5,Winter,2.82,12.88,39.78
76212,6,Winter,3.33,13.13,41.04
34449,7,Autumn,3.92,18.69,55.03
12057,3,Autumn,2.08,7.54,24.59
97356,8,Spring,5.56,26.43,90.97
80852,2,Spring,1.69,6.76,20.81
35188,5,Winter,2.40,10.66,35.61
41450,9,Summer,8.47,35.04,113.95
47086,9,Autumn,7.31,26.03,90.96
72878,5,Summer,4.26,18.31,59.15
97087,6,Autumn,4.17,16.43,54.53
15487,3,Summer,3.16,12.38,33.78
98278,2,Winter,0.89,3.68,12.45
94572,2,Autumn,1.15,5.73,17.77
81939,8,Spring,6.84,30.21,90.70
94142,6,Autumn,4.85,19.15,54.38
60631,5,Winter,2.38,9.75,30.76
33361,8,Autumn,4.78,19.55,74.88
57929,8,Summer,7.49,31.29,110.63
76430,7,Spring,6.80,28.88,75.15
37701,3,Autumn,1.95,8.39,25.57
46460,5,Autumn,2.90,15.45,46.23
98676,9,Summer,9.79,40.20,115.74
92772,2,Spring,1.78,8.44,21.58
75590,4,Summer,3.51,17.04,54.64
80199,5,Spring,4.39,16.00,54.29
19760,7,Spring,5.64,25.37,71.14
45986,8,Summer,8.82,35.16,113.29
63253,2,Summer,2.23,8.10,26.23
74731,8,Spring,8.02,28.65,93.97
49466,4,Autumn,2.80,13.87,37.38
17900,9,Winter,5.00,17.25,58.54
95149,4,Winter,1.99,7.27,27.50
22359,6,Summer,6.83,23.24,83.76
39777,4,Summer,4.57,16.41,59.34
96997,3,Autumn,2.04,7.35,24.05
77992,4,Spring,3.47,16.76,50.44
58571,9,Autumn,5.97,25.51,84.07
61735,2,Autumn,1.37,5.81,16.73
45165,4,Spring,3.51,14.58,36.98
47296,8,Autumn,5.70,25.16,69.65
98998,3,Spring,2.11,10.70,34.01
36885,8,Spring,6.22,30.94,84.93
21180,8,Winter,4.05,18.21,59.78
80620,7,Summer,6.93,28.11,77.22
74648,8,Winter,4.52,17.74,66.32
98715,8,Autumn,5.92,23.60,74.20
26165,4,Winter,2.50,10.86,32.48
54533,8,Winter,4.54,21.49,55.96
87552,8,Summer,9.07,36.67,95.61
52847,8,Spring,5.73,27.89,94.58
90198,7,Winter,3.77,16.28,46.94
46319,9,Spring,8.27,30.66,101.01
45457,6,Summer,5.29,23.63,67.79
68086,6,Autumn,3.76,15.95,45.66
48037,7,Summer,6.67,28.24,106.22
16276,9,Autumn,7.38,27.56,93.96
48250,2,Autumn,1.42,5.71,19.96
14575,7,Spring,6.50,24.31,75.81
90360,2,Autumn,1.54,5.66,16.69
45840,2,Summer,1.93,8.58,21.86
34966,6,Winter,2.88,13.00,36.05
70257,9,Winter,5.58,21.42,73.21
83467,9,Summer,8.47,39.27,98.08
77471,4,Winter,1.85,8.87,21.94
92868,9,Spring,7.37,33.27,106.93
52404,8,Spring,6.78,26.59,74.08
50377,9,Spring,7.53,33.43,105.43
38707,4,Summer,4.01,17.53,60.33
22773,8,Summer,7.73,28.60,101.61
22278,6,Summer,6.44,23.33,73.80
27337,8,Spring,5.94,26.34,73.32
43683,4,Autumn,2.47,13.22,39.90
60797,3,Autumn,1.99,8.59,24.01
25994,7,Winter,4.36,17.41,56.63
22632,8,Summer,8.53,34.92,116.21
23228,8,Summer,9.41,33.51,105.82
76894,2,Summer,2.31,8.13,28.35
97592,6,Summer,5.02,23.51,75.16
97442,2,Spring,1.82,7.44,19.59
14744,8,Summer,7.10,34.26,88.73
93244,3,Winter,1.44,6.57,20.33
83340,8,Summer,8.51,36.84,85.50
22702,6,Spring,4.58,17.96,56.72
42532,6,Autumn,3.37,16.96,50.13
87920,9,Spring,9.12,29.68,101.49
62606,5,Summer,4.98,20.72,69.32
79982,6,Autumn,3.82,14.14,49.38
32012,3,Winter,1.42,6.25,15.67
69084,7,Autumn,5.47,18.57,72.47
57048,3,Summer,3.27,11.91,45.19
75587,8,Winter,3.98,21.67,50.29
82755,9,Autumn,6.56,26.75,73.11
13312,7,Summer,7.03,28.95,103.15
82773,2,Summer,1.72,7.75,21.23
53503,5,Spring,4.54,16.56,62.30
58555,3,Spring,2.04,10.37,30.93
98630,4,Summer,3.58,18.23,44.23
34993,7,Summer,7.03,30.23,107.05
16879,7,Autumn,5.14,22.26,57.80
16001,4,Summer,4.02,16.31,50.64
37474,8,Summer,7.26,33.33,102.25
13755,7,Winter,3.85,13.86,42.01
65455,7,Winter,4.47,17.60,45.81
95499,4,Spring,3.60,12.85,43.62
64677,2,Spring,1.59,7.30,19.42
47859,6,Autumn,4.38,15.21,53.76
28765,2,Winter,1.15,4.49,12.10
42947,7,Autumn,4.84,21.74,55.08
84883,9,Summer,9.50,38.80,104.64
34283,6,Spring,4.67,21.37,76.96
33251,7,Spring,5.75,21.03,78.07
59150,8,Summer,7.42,30.78,89.23
75276,4,Summer,3.74,18.57,42.35
91112,6,Summer,5.42,25.73,70.89
48028,5,Summer,5.49,24.50,71.35
98860,3,Summer,2.80,10.48,41.05
87349,5,Autumn,3.08,16.46,44.31
38138,8,Summer,8.12,33.81,117.40
54007,9,Winter,5.65,20.40,65.75
40155,4,Autumn,2.50,11.54,36.19
51402,4,Autumn,2.62,11.03,29.63
91705,4,Spring,2.97,13.28,45.77
94029,5,Summer,5.54,23.46,65.49
16385,5,Autumn,3.95,17.32,44.19
20073,4,Spring,3.17,14.74,42.49
27649,9,Winter,5.29,21.13,62.80
22808,6,Autumn,4.12,16.07,58.43
28506,9,Winter,5.67,19.20,57.16
98841,4,Autumn,2.68,11.51,28.51
29662,2,Spring,1.64,7.26,21.23
89438,3,Autumn,1.78,7.13,22.09
45260,5,Autumn,2.78,14.45,39.99
88455,9,Winter,4.06,16.61,58.10
74740,5,Summer,4.60,22.38,62.51
58430,7,Summer,7.02,27.12,86.71
46994,7,Winter,3.13,15.92,39.08
87722,3,Winter,1.43,7.00,19.84
88247,2,Autumn,1.33,5.64,14.71
53537,2,Winter,0.83,3.54,11.81
91228,4,Winter,2.32,8.39,26.81
22161,4,Spring,3.42,15.26,50.50
10382,5,Winter,2.88,11.71,31.79
83288,7,Summer,7.45,28.26,103.53
55391,4,Autumn,3.18,10.70,39.78
29516,2,Summer,1.91,8.19,24.07
52220,2,Summer,1.75,8.29,25.67
91415,4,Spring,3.65,14.59,48.07
16365,6,Autumn,3.49,15.92,47.88
84647,2,Summer,1.71,8.48,22.08
84945,9,Spring,7.65,32.48,103.02
80993,5,Autumn,3.43,14.54,35.52
99450,2,Summer,1.62,8.83,26.01
72399,8,Spring,6.81,28.04,72.98
92646,3,Spring,2.45,11.52,31.38
60552,9,Summer,9.86,40.74,117.43
27228,4,Spring,3.11,15.82,43.08
50263,8,Summer,7.06,31.55,112.84
90223,2,Summer,1.85,7.65,24.67
87777,9,Summer,9.16,42.29,115.59
28793,4,Summer,3.91,16.88,47.36
47754,6,Winter,3.71,16.42,41.24
60947,3,Autumn,1.78,7.68,24.77
19781,3,Autumn,1.93,8.44,25.79
10012,6,Autumn,4.21,14.24,48.92
31510,5,Autumn,3.54,16.87,49.61
74248,9,Autumn,6.26,27.92,75.53
86979,6,Winter,2.73,13.01,38.94
96971,9,Autumn,5.66,27.72,87.85
86230,9,Autumn,6.06,25.17,77.13
49585,3,Summer,3.24,11.82,42.89
53142,2,Spring,1.72,5.81,17.48
54855,8,Spring,7.92,28.50,101.49
78375,9,Winter,4.59,18.59,57.60
92818,7,Winter,3.39,17.52,47.43
20087,8,Winter,3.43,16.80,42.62
94324,6,Summer,6.31,22.94,82.39
24182,5,Winter,2.87,11.43,34.28
93863,2,Summer,2.15,9.01,22.74
64812,7,Autumn,5.46,23.66,57.44
72017,6,Spring,5.30,19.50,58.81
82817,8,Autumn,5.77,20.31,69.17
45749,7,Autumn,4.94,18.86,58.02
94326,7,Spring,5.00,21.08,63.54
37305,5,Autumn,3.31,16.46,47.36
72444,5,Spring,5.00,19.46,49.15
34053,2,Spring,1.75,5.89,19.42
12851,6,Winter,3.52,13.21,42.86
50517,8,Winter,4.95,19.28,63.53
32897,5,Winter,2.50,10.29,32.60
10634,2,Autumn,1.09,4.89,18.35
97659,2,Spring,1.68,7.19,21.64
40726,5,Summer,5.37,19.02,66.88
23861,3,Autumn,1.89,7.87,23.28
61411,7,Winter,4.26,14.96,49.47
78835,6,Summer,5.97,26.53,73.47
15578,6,Spring,4.97,21.23,54.40
89423,4,Autumn,2.56,11.84,28.72
34275,7,Spring,5.20,26.51,68.71
48822,9,Winter,5.72,20.11,67.24
37644,2,Summer,2.13,7.75,24.00
87891,8,Spring,6.55,30.73,92.80
15939,9,Winter,4.59,19.70,57.35
75714,7,Winter,3.79,16.24,44.75
50835,6,Autumn,4.60,16.41,47.85
24992,4,Spring,3.90,14.77,49.56
66374,5,Summer,4.63,19.10,69.73
63665,8,Spring,6.55,30.86,84.91
99809,7,Summer,8.17,28.01,88.46
81753,6,Summer,5.77,27.44,73.68
39167,9,Autumn,5.85,26.41,92.51
85468,6,Summer,5.91,25.87,72.98
76369,4,Summer,3.29,17.86,43.20
11047,5,Autumn,2.80,15.37,40.84
13899,6,Autumn,4.87,19.27,52.40
60293,6,Summer,6.06,28.44,70.10
51550,3,Summer,2.96,13.16,35.30
31744,9,Winter,4.21,19.72,57.37
32642,5,Summer,5.81,23.10,60.41
97436,6,Summer,6.22,27.35,86.55
49707,7,Autumn,4.57,21.25,59.15
38596,5,Winter,2.60,11.13,39.59
15660,4,Spring,3.00,14.19,39.22
64007,5,Spring,3.54,18.09,58.17
43634,9,Autumn,7.43,25.00,90.15
84240,7,Autumn,3.98,17.52,51.52
22600,9,Spring,7.43,31.06,86.72
91212,9,Winter,3.94,20.58,60.94
80714,7,Spring,5.48,20.88,73.63
77430,3,Winter,1.82,7.74,22.82
55355,6,Summer,5.69,21.23,73.21
74433,3,Autumn,2.01,10.17,27.79
30409,6,Autumn,3.50,15.50,53.26
44822,7,Autumn,5.78,18.60,73.14
44788,6,Summer,5.92,27.80,83.86
74583,6,Summer,5.79,25.34,74.41
82993,9,Winter,4.43,17.63,58.12
81269,9,Summer,10.01,39.38,121.07
66305,7,Summer,7.43,31.16,91.39
84303,2,Spring,1.79,5.93,18.69
22386,4,Winter,1.86,8.94,22.50
74682,3,Summer,2.51,13.09,41.34
97494,3,Spring,2.35,10.40,29.24
66595,7,Winter,3.97,15.58,48.79
68817,8,Winter,4.40,18.24,51.43
97643,2,Spring,1.56,6.41,20.32
94268,9,Autumn,6.06,26.91,88.19
76474,5,Spring,3.50,16.13,56.31
98065,3,Summer,3.02,11.09,34.93
56308,6,Spring,5.54,24.70,64.32
87476,8,Summer,8.45,30.15,85.98
95213,9,Autumn,6.41,26.74,93.47
50859,2,Summer,2.04,8.63,25.99
99005,4,Summer,4.54,15.64,56.87
20753,6,Winter,2.97,15.28,38.77
35575,7,Summer,7.07,32.18,93.81
65148,6,Autumn,4.33,19.13,52.89
99422,5,Winter,2.59,13.11,36.34
92721,9,Autumn,5.34,22.64,71.58
72289,4,Spring,3.85,14.58,46.03
18571,4,Autumn,3.00,12.83,39.13
43816,7,Spring,6.06,20.65,76.35
87901,2,Summer,1.61,7.23,22.25
14872,2,Summer,1.81,9.12,26.25
66799,6,Autumn,4.58,20.10,62.10
90113,7,Winter,4.29,15.87,47.04
68597,7,Summer,7.55,28.60,85.12
62657,3,Autumn,2.04,7.41,21.96
34959,2,Spring,1.73,6.75,19.33
90860,3,Spring,2.90,11.99,35.50
45368,8,Autumn,5.02,27.75,80.05
36556,8,Spring,7.69,31.32,82.52
97065,2,Winter,0.94,4.44,12.40
79783,9,Summer,8.21,45.55,133.08
42929,6,Summer,6.46,26.88,69.87
36394,3,Autumn,2.13,8.24,22.35
47319,3,Summer,2.59,12.78,32.08
43175,7,Autumn,5.11,21.25,73.02
12847,3,Autumn,2.27,8.79,27.74
89092,7,Spring,6.21,25.51,80.58
86323,5,Spring,4.40,20.85,61.76
71158,3,Autumn,2.13,7.08,22.37
34419,4,Spring,3.03,12.93,37.51
63044,6,Winter,3.18,14.96,40.49
67130,4,Winter,2.13,9.31,23.75
43693,2,Summer,1.61,8.27,26.72
10263,2,Summer,1.82,7.02,21.60
35747,2,Autumn,1.46,5.25,17.31
30411,3,Summer,3.24,12.75,37.87
52586,3,Summer,3.32,12.43,42.72
10077,3,Spring,2.94,12.32,29.43
60152,9,Spring,7.64,28.86,85.57
74209,9,Autumn,6.53,21.94,66.81
26639,2,Spring,1.93,6.91,24.67
89693,6,Summer,5.77,22.92,68.87
70579,8,Spring,6.17,29.72,77.21
